"","NAME","NAMEJOIN","NAMECOUNTY","COUNTYJOIN","DATE","DATA_SOURC","IMG_VERIFD","X","Y","INDEX","P_CODE","ALT_NAME1","ALT_NAME2","ALT_NAME3","ALT_NAME4","STATEJOIN","PAYAM","BOMA","FUNC_CLASS","CONF_SCORE","SRC_VERIFD","SRC_V_REM"
"13942","FanGak","Fan_Gak","Fan_GakGogrialEast","GogrialEast",NA,"WFP, VAS",1,28.45692,8.70454,1844,"BC-1801","Panjak","","","","Warrap","Toch North","",6,50,1,"GPS"
"13943","Wak-Abil","Wak_abil","Wak_abilAweilCentre","AweilCentre",NA,"VAS",0,27.29654,8.70456,1660,"BC-0225","","","","","NorthernBahrelGhazal","Nyalath","Awielic",6,10,0,"Calculated"
"13944","Agol","Agol","AgolAweilSouth","AweilSouth",NA,"VAS",1,27.73245,8.70478,1340,"BC-0226","","","","","NorthernBahrelGhazal","Panthou","Riang Aker",6,30,1,"GPS"
"13945","AliKordali","Ali_Kordali","Ali_KordaliRaja","Raja",NA,"WFP",1,25.76383,8.70535,8406,"BB-0526","","","","","WesternBahrelGhazal","Raga","",6,20,1,""
"13946","Jagai","Jagai","JagaiAweilSouth","AweilSouth",NA,"UNMISS, NBS Northern Bahr el Ghazal, WFP",1,27.86758,8.70539,1341,"BC-0227","","","","","NorthernBahrelGhazal","Panthou","",5,40,1,"JLC/FAO,, JLC/FAO"
"13947","Ariech","Ariech","AriechAweilSouth","AweilSouth",NA,"VAS",1,27.7228,8.70545,1342,"BC-0228","","","","","NorthernBahrelGhazal","Panthou","Riang Aker",6,30,1,"GPS"
"13948","Malwal","Malwal","MalwalLuakpinyNasir","LuakpinyNasir",NA,"WFP, OCHA COD",1,33.5663,8.47867,7259,"BG-0038","","","","","UpperNile","Maker","",6,20,1,""
"13949","Agok","Agok","AgokAweilSouth","AweilSouth",NA,"VAS",1,27.65768,8.70582,1343,"BC-0229","","","","","NorthernBahrelGhazal","Wathmuok","Majak Muocdit",6,10,0,"Calculated"
"13950","KotKou","Kot_Kou","Kot_KouAweilSouth","AweilSouth",NA,"VAS",1,27.785,8.70605,1344,"BC-0230","","","","","NorthernBahrelGhazal","Panthou","Mading Chan",6,30,1,"GPS"
"13951","Rol-Abola","Rol_abola","Rol_abolaAweilCentre","AweilCentre",NA,"VAS",0,27.30436,8.70629,1661,"BC-0231","","","","","NorthernBahrelGhazal","Nyalath","Awielic",6,10,0,"Calculated"
"13952","Wak-Nhom","Wak_nhom","Wak_nhomAweilCentre","AweilCentre",NA,"VAS",0,27.30447,8.70644,1662,"BC-0232","","","","","NorthernBahrelGhazal","Nyalath","Awielic",6,10,0,"Calculated"
"13953","LolKou","Lol_Kou","Lol_KouAweilSouth","AweilSouth",NA,"VAS",1,27.71493,8.70645,1345,"BC-0233","","","","","NorthernBahrelGhazal","Panthou","Riang Aker",6,30,1,"GPS"
"13954","Rum-Atuek","Rum_atuek","Rum_atuekAweilSouth","AweilSouth",NA,"VAS, WFP, OCHA COD, UNMISS, NBS Northern Bahr el Ghazal",1,27.74122,8.70691,1346,"BC-0234","Rumatwek","","","","NorthernBahrelGhazal","Panthou","Mading Chan",6,80,1,"GPS"
"13955","Thor","Thor","ThorAyod","Ayod",NA,"OCHA COD, NBS Jonglei",1,31.17788,8.707,3036,"BE-0502","Wech Buok","","","","Jonglei","Pagil","Pagiel",6,40,1,""
"13956","Malual-Gem","Malual_gem","Malual_gemAweilCentre","AweilCentre",NA,"VAS",1,27.02985,8.70716,1663,"BC-0235","","","","","NorthernBahrelGhazal","Aroyo","Dakjim",6,30,1,"GPS"
"13957","RumAwech","Rum_Awech","Rum_AwechAweilSouth","AweilSouth",NA,"VAS",1,27.77313,8.70743,1347,"BC-0236","","","","","NorthernBahrelGhazal","Panthou","Mading Chan",6,30,1,"GPS"
"13958","Gier","Gier","GierKoch","Koch",NA,"VAS",1,30.01177,8.7075,16691,"BE-1239","","","","","Unity","Jaak","Tharnor",6,30,1,"GPS"
"13959","Mandeng","Mandeng","MandengLuakpinyNasir","LuakpinyNasir",NA,"WFP",1,33.11783,8.52025,7263,"BG-0044","","","","","UpperNile","Kuerenge-Ke","",6,20,1,""
"13960","Kuerjangni","KUERJANGNI","KUERJANGNIFangak","Fangak",NA,"OCHA COD, NBS Jonglei",1,30.72271,8.70852,4102,"BE-0115","","","","","Jonglei","Mareang","Nyoat",6,30,1,"Check on attributes and location"
"13961","Panthony","Panthony","PanthonyAweilSouth","AweilSouth",NA,"VAS",1,27.75453,8.70861,1348,"BC-0237","","","","","NorthernBahrelGhazal","Panthou","Mading Chan",6,30,1,"GPS"
"13962","Deleba","Deleba","DelebaRaja","Raja",NA,"VAS",1,26.0662,8.70873,8609,"BB-0638","","","","","WesternBahrelGhazal","Raga","Deleba",5,10,0,"Calculated"
"13963","KarKou","Kar_Kou","Kar_KouAweilCentre","AweilCentre",NA,"VAS",1,26.80392,8.70895,1664,"BB-0037","","","","","NorthernBahrelGhazal","Chel South","Chamangui",6,30,1,"GPS"
"13964","Adeer","Adeer","AdeerGogrialWest","GogrialWest",NA,"UNMISS",1,28.26,8.71,7089,"BC-2107","","","","","Warrap","Alek North","",6,20,1,"Wau GIS, Verified with Google by UNMISS Juba"
"13965","Rotut","ROTUT","ROTUTMaiwut","Maiwut",NA,"OCHA COD",1,33.8198,8.66971,7233,"BG-0353","","","","","UpperNile","Olang","NYANGORE",6,10,0,""
"13966","Fadwol","Fadwol","FadwolGogrialWest","GogrialWest",NA,"WFP, OCHA COD, UNMISS, NBS Warrap",1,28.03982,8.71022,2209,"BC-1803","","","","","Warrap","Alek West","",6,50,1,""
"13967","Nyalath","Nyalath","NyalathAweilCentre","AweilCentre",NA,"VAS",1,27.2859,8.71051,1665,"BC-0238","","","","","NorthernBahrelGhazal","Nyalath","Nyalath",6,30,1,"GPS"
"13968","Kuom","Kuom","KuomAweilWest","AweilWest",NA,"VAS",1,27.33495,8.71082,2280,"BC-0243","","","","","NorthernBahrelGhazal","Mariem East","Malou Dut Agany",6,10,0,"Calculated"
"13969","Rodweng","Rodweng","RodwengGogrialWest","GogrialWest",NA,"WFP",1,28.11225,8.71082,2210,"BC-1804","","","","","Warrap","Alek South","",6,20,1,""
"13970","LangAgot","Lang_Agot","Lang_AgotAweilSouth","AweilSouth",NA,"VAS",1,27.8392,8.71108,1351,"BC-0241","","","","","NorthernBahrelGhazal","Panthou","Mangar Gier",6,30,1,"GPS"
"13971","Maniator","Maniator","ManiatorLuakpinyNasir","LuakpinyNasir",NA,"WFP",1,33.03876,8.80052,7325,"BG-0140","","","","","UpperNile","Kiech Kuon","",6,20,1,""
"13972","Manrath","MANRATH","MANRATHLuakpinyNasir","LuakpinyNasir",NA,"OCHA COD",1,33.06953,8.81922,7392,"BG-0308","","","","","UpperNile","Mading","Kier",6,10,0,""
"13973","Panthou","Panthou","PanthouAweilSouth","AweilSouth",NA,"UNMISS, WFP, NBS Northern Bahr el Ghazal, OCHA COD",1,27.74948,8.7115,1349,"BC-0239","","","","","NorthernBahrelGhazal","Panthou","",5,60,1,"JLC/FAO,, Check on attributes and location"
"13974","Mathil","Mathil","MathilAweilSouth","AweilSouth",NA,"VAS",1,27.65584,8.71155,1350,"BC-0240","","","","","NorthernBahrelGhazal","Wathmuok","Majak Muocdit",6,10,0,"Calculated"
"13975","Alueth","Alueth","AluethAweilSouth","AweilSouth",NA,"VAS",1,27.86242,8.71208,1352,"BC-0242","","","","","NorthernBahrelGhazal","Panthou","Mangar Gier",6,30,1,"GPS"
"13976","Rub-In-Lual","Rub_in_lual","Rub_in_lualMaiwut","Maiwut",NA,"OCHA COD",1,33.76762,8.70047,7227,"BG-0347","","","","","UpperNile","Olang","ZINC",6,10,0,""
"13977","MalualLiet","Malual_Liet","Malual_LietAweilCentre","AweilCentre",NA,"VAS",1,27.37182,8.7147,1666,"BC-0244","","","","","NorthernBahrelGhazal","Nyalath","Panameth",6,30,1,"GPS"
"13978","Brong","Brong","BrongBorSouth","BorSouth",NA,"WFP, UNMISS, NBS Jonglei",0,31.78333,6.18567,24,"BO-0022","","","","","Jonglei","Anyidi","",6,30,1,""
"13979","YithMajok","Yith_Majok","Yith_MajokAweilSouth","AweilSouth",NA,"VAS",1,27.7909,8.71537,1353,"BC-0245","","","","","NorthernBahrelGhazal","Panthou","Mading Chan",6,10,0,"Calculated"
"13980","Ayuon","Ayuon","AyuonAweilSouth","AweilSouth",NA,"VAS",1,27.64772,8.71549,1354,"BC-0246","","","","","NorthernBahrelGhazal","Nyocawany I","Mayom Lac",6,10,0,"Calculated"
"13981","Kotpiok","Kotpiok","KotpiokAweilCentre","AweilCentre",NA,"VAS",1,27.38573,8.71578,1668,"BC-0247","","","","","NorthernBahrelGhazal","Nyalath","Panameth",6,30,1,"GPS"
"13982","Dakajim","Dakajim","DakajimAweilCentre","AweilCentre",NA,"VAS",1,27.04953,8.71626,1669,"BC-0248","","","","","NorthernBahrelGhazal","Aroyo","Dakjim",6,30,1,"GPS"
"13983","Warthou","Warthou","WarthouAweilSouth","AweilSouth",NA,"VAS",1,27.60702,8.71641,1355,"BC-0249","","","","","NorthernBahrelGhazal","Nyocawany I","Mayom Lac",6,30,1,"GPS"
"13984","MayomLac","Mayom_Lac","Mayom_LacAweilSouth","AweilSouth",NA,"VAS",1,27.6351,8.71648,1356,"BC-0250","","","","","NorthernBahrelGhazal","Nyocawany I","Mayom Lac",6,30,1,"GPS"
"13985","Marial","Marial","MarialLuakpinyNasir","LuakpinyNasir",NA,"WFP",1,33.37269,8.44032,7249,"BG-0026","","","","","UpperNile","Maker","",6,20,1,""
"13986","Gorgor","Gorgor","GorgorUror","Uror",NA,"WFP, UNMISS, NBS Jonglei",0,31.78333,7.4,680,"BO-0150","","","","","Jonglei","Tiam","",6,30,1,""
"13987","Bul-Amom","Bul_amom","Bul_amomAweilSouth","AweilSouth",NA,"VAS",1,27.88642,8.71681,1357,"BC-0251","","","","","NorthernBahrelGhazal","Tiar-aleit","Mangar Lual",6,30,1,"GPS"
"13988","Ajak","Ajak","AjakAweilSouth","AweilSouth",NA,"VAS",1,27.76695,8.717,1358,"BC-0252","","","","","NorthernBahrelGhazal","Panthou","Mading Chan",6,30,1,"GPS"
"13989","Akocic","Akocic","AkocicAweilSouth","AweilSouth",NA,"VAS",1,27.7574,8.71705,1359,"BC-0253","","","","","NorthernBahrelGhazal","Panthou","Mading Chan",6,30,1,"GPS"
"13990","Jahjah","Jahjah","JahjahKoch","Koch",NA,"VAS",1,30.01095,8.71718,16692,"BE-1241","","","","","Unity","Jaak","Guk",6,30,1,"GPS"
"13991","Padwil","Padwil","PadwilUlang","Ulang",NA,"WFP",1,32.57242,8.88177,6990,"BF-0580","","","","","UpperNile","Doma","",6,20,1,""
"13992","MajookGier","Majook_Gier","Majook_GierGogrialWest","GogrialWest",NA,"VAS",1,28.26452,8.71783,7088,"BC-2106","","","","","Warrap","Alek North","Mankuch",6,30,1,"GPS"
"13993","Mat","Mat","MatLuakpinyNasir","LuakpinyNasir",NA,"WFP",1,33.28267,8.45111,7252,"BG-0029","","","","","UpperNile","Maker","",6,20,1,""
"13994","UmmHashim","Umm_Hashim","Umm_HashimRaja","Raja",NA,"WFP, OCHA COD, UNMISS, NBS Western Bahr el Ghazal",1,25.90051,8.71828,8407,"BB-0527","","","","","WesternBahrelGhazal","Raga","",6,50,1,""
"13995","Ganyiel","Ganyiel","GanyielKoch","Koch",NA,"VAS",1,30.1574,8.71828,16693,"BE-1242","","","","","Unity","Jaak","Rier",6,30,1,"GPS"
"13996","Fobor","Fobor","FoborNyirol","Nyirol",NA,"WFP, UNMISS, NBS Jonglei",0,31.78333,8.4,1908,"BF-0129","","","","","Jonglei","Pading","",6,30,1,""
"13997","Awan","Awan","AwanBorSouth","BorSouth",NA,"WFP, UNMISS, NBS Jonglei",0,31.8,6.1,7,"BO-0004","","","","","Jonglei","Kolnyang","",6,30,1,""
"13998","Pagil","Pagil","PagilAyod","Ayod",NA,"WFP, UNMISS, NBS Jonglei, OCHA IDP",1,31.26739,8.71959,2936,"BE-0116","","","","","Jonglei","Pagil","",5,90,1,"NFI Cluster, JLC/FAO"
"13999","Cholmabuay","Cholmabuay","CholmabuayAyod","Ayod",NA,"AOK",0,31.27023,8.71962,18182,"","","","","","Jonglei","Mogok","",6,30,0,""
"14000","Akai","Akai","AkaiAyod","Ayod",NA,"WFP, OCHA COD, UNMISS, NBS Jonglei",1,31.07267,8.71995,2937,"BE-0117","","","","","Jonglei","Pagil","",6,50,1,""
"14001","Palik","Palik","PalikUlang","Ulang",NA,"WFP",1,32.71971,8.77712,6972,"BF-0555","","","","","UpperNile","Ulang","",6,20,1,""
"14002","Kuach","Kuach","KuachAyod","Ayod",NA,"OCHA COD, NBS Jonglei",1,31.058,8.72049,3032,"BE-0498","","","","","Jonglei","Pagil","Wech-Dieng",6,20,1,""
"14003","Miakol","Miakol","MiakolLuakpinyNasir","LuakpinyNasir",NA,"WFP, OCHA COD, NBS Upper Nile, UNMISS",1,32.88392,9.05877,7353,"BF-0622","","","","","UpperNile","Kiech Kuon","",6,50,1,""
"14004","Lacire","Lacire","LacireRaja","Raja",NA,"WFP",0,25.84507,8.72087,8408,"BB-0528","","","","","WesternBahrelGhazal","Raga","",6,20,1,""
"14005","Akuak","Akuak","AkuakAweilSouth","AweilSouth",NA,"VAS",1,27.65843,8.721,1360,"BC-0254","","","","","NorthernBahrelGhazal","Nyocawany I","Mayom Lac",6,30,1,"GPS"
"14006","DurKwaich","Dur_Kwaich","Dur_KwaichGogrialWest","GogrialWest",NA,"WFP",1,28.21862,8.72112,2211,"BC-1805","","","","","Warrap","Alek North","",6,20,1,""
"14007","Rolngap","Rolngap","RolngapAweilSouth","AweilSouth",NA,"VAS",1,27.65258,8.72121,1361,"BC-0255","","","","","NorthernBahrelGhazal","Nyocawany I","Mayom Lac",6,30,1,"GPS"
"14008","Bujuer","Bujuer","BujuerKoch","Koch",NA,"VAS",0,30.07443,8.72125,16694,"BE-1243","","","","","Unity","Jaak","Guk",6,30,1,"GPS"
"14009","Dur","Dur","DurGogrialWest","GogrialWest",NA,"WFP",1,28.26875,8.72178,2212,"BC-1806","","","","","Warrap","Alek North","",6,20,1,""
"14010","MangolApuk","Mangol_Apuk","Mangol_ApukGogrialEast","GogrialEast",NA,"OCHA IDP, UNMISS",1,28.456,8.723,1845,"BC-1807","","","","","Warrap","Toch North","",7,40,1,"RRC /ICRC"
"14011","PanDeng","Pan_Deng","Pan_DengAweilSouth","AweilSouth",NA,"VAS",1,27.79428,8.7237,1362,"BC-0257","","","","","NorthernBahrelGhazal","Panthou","Mading Chan",6,30,1,"GPS"
"14012","Achel","Achel","AchelGogrialWest","GogrialWest",NA,"VAS",1,28.30917,8.72435,7087,"BC-2105","","","","","Warrap","Alek North","Mankuch",6,30,1,"GPS"
"14013","Kootyic","Kootyic","KootyicAweilSouth","AweilSouth",NA,"VAS",1,27.63213,8.72491,1363,"BC-0258","","","","","NorthernBahrelGhazal","Nyocawany I","Mayom Lac",6,30,1,"GPS"
"14014","Panomakon","Panomakon","PanomakonUlang","Ulang",NA,"WFP",1,32.63022,8.78916,6975,"BF-0560","","","","","UpperNile","Ulang","",6,20,1,""
"14015","BoroBahr","Boro_Bahr","Boro_BahrRaja","Raja",NA,"UNMISS, OCHA COD, NBS Western Bahr el Ghazal",1,25.63872,8.72621,8410,"BB-0530","","","","","WesternBahrelGhazal","Ere","",6,50,1,"UNMISS-SMLO-RAJA"
"14016","Minyal","Minyal","MinyalLuakpinyNasir","LuakpinyNasir",NA,"WFP, NBS Upper Nile, UNMISS, OCHA COD",0,33.52763,8.48974,7260,"BG-0039","","","","","UpperNile","Maker","",6,40,1,""
"14017","AgonIom","Agon_Iom","Agon_IomGogrialEast","GogrialEast",NA,"WFP",1,28.52954,8.72669,1846,"BD-0155","","","","","Warrap","Toch North","",6,20,1,""
"14018","Apada","Apada","ApadaAweilCentre","AweilCentre",NA,"VAS",1,27.34932,8.72676,1670,"BC-0259","","","","","NorthernBahrelGhazal","Nyalath","Apada",6,30,1,"GPS"
"14019","Panyang","Panyang","PanyangUlang","Ulang",NA,"WFP, NBS Upper Nile, OCHA COD, UNMISS",0,32.61605,8.8067,6978,"BF-0564","","","","","UpperNile","Ulang","",6,40,1,""
"14020","Alueth","Alueth","AluethGogrialWest","GogrialWest",NA,"VAS",0,28.07075,8.72727,7098,"BC-2117","","","","","Warrap","Alek West","Alueth",6,10,0,"Calculated"
"14021","MakerAchiec","Maker_Achiec","Maker_AchiecAweilSouth","AweilSouth",NA,"VAS",1,27.76508,8.7279,1364,"BC-0260","","","","","NorthernBahrelGhazal","Panthou","Mading Chan",6,30,1,"GPS"
"14022","MadingChan","Mading_Chan","Mading_ChanAweilSouth","AweilSouth",NA,"VAS",1,27.79138,8.72835,1365,"BC-0261","","","","","NorthernBahrelGhazal","Panthou","Mading Chan",6,30,1,"GPS"
"14023","Nagir","Nagir","NagirLuakpinyNasir","LuakpinyNasir",NA,"WFP",1,33.0139,8.88993,7340,"BG-0163","","","","","UpperNile","Roam","",6,20,1,""
"14024","MajonYom","Majon_Yom","Majon_YomGogrialEast","GogrialEast",NA,"WFP, UNMISS, NBS Warrap",0,28.54,8.73,1847,"BD-0156","","","","","Warrap","Toch North","",6,30,1,""
"14025","RupMajaak","Rup_Majaak","Rup_MajaakAyod","Ayod",NA,"WFP, OCHA COD, UNMISS, NBS Jonglei",1,31.17145,8.73041,2938,"BE-0118","","","","","Jonglei","Pagil","",6,40,1,""
"14026","Riak","Riak","RiakUror","Uror",NA,"WFP, UNMISS, NBS Jonglei",1,31.8,8.2,763,"BF-0081","","","","","Jonglei","Karam","",6,30,1,""
"14027","Marol'","Marol","MarolGogrialEast","GogrialEast",NA,"WFP",1,28.42154,8.73049,1848,"BC-1808","","","","","Warrap","Toch North","",6,20,1,""
"14028","Nakchorgat","Nakchorgat","NakchorgatLuakpinyNasir","LuakpinyNasir",NA,"WFP",1,33.05575,8.82024,7330,"BG-0146","","","","","UpperNile","Kiech Kuon","",6,20,1,""
"14029","Thaidhiup","Thaidhiup","ThaidhiupAyod","Ayod",NA,"WFP, OCHA COD, UNMISS, NBS Jonglei",0,31.24236,8.73093,2939,"BE-0119","","","","","Jonglei","Pagil","",6,40,1,""
"14030","Mabok","Mabok","MabokAweilSouth","AweilSouth",NA,"VAS",1,27.90258,8.73121,1366,"BC-0262","","","","","NorthernBahrelGhazal","Tiar-aleit","Mangar Lual",6,30,1,"GPS"
"14031","Charir","Charir","CharirKoch","Koch",NA,"WFP",0,29.90241,8.73123,16821,"BD-1339","","","","","Unity","Boaw","",6,20,1,""
"14032","Panameth","Panameth","PanamethAweilWest","AweilWest",NA,"VAS",1,27.3744,8.73195,2281,"BC-0263","","","","","NorthernBahrelGhazal","Awiil","Malou Dut Agany",6,10,0,"Calculated"
"14033","Thur-Akot","Thur_akot","Thur_akotGogrialWest","GogrialWest",NA,"VAS",1,28.06868,8.73212,7099,"BC-2118","","","","","Warrap","Alek West","Alueth",6,10,0,"Calculated"
"14034","Majok","Majok","MajokGogrialWest","GogrialWest",NA,"WFP",1,28.20544,8.73225,2213,"BC-1809","","","","","Warrap","Alek North","",6,20,1,""
"14035","Udhaba","Udhaba","UdhabaAweilCentre","AweilCentre",NA,"VAS",1,27.33988,8.73226,1672,"BC-0264","","","","","NorthernBahrelGhazal","Nyalath","Udhaba",6,30,1,"GPS"
"14036","Fanyangluel","Fanyangluel","FanyangluelNyirol","Nyirol",NA,"WFP, UNMISS, NBS Jonglei",1,31.94786,8.73265,1949,"BF-0173","","","","","Jonglei","Pulturuk","",6,30,1,""
"14037","Tarwang","Tarwang","TarwangAweilCentre","AweilCentre",NA,"WFP",0,27.39251,8.733,1703,"BC-1399","","","","","NorthernBahrelGhazal","Nyalath","",6,20,1,""
"14038","Faduth","Faduth","FaduthMalakal","Malakal",NA,"WFP, UNMISS, NBS Upper Nile",1,31.8,9.66,7885,"BF-0780","","","","","UpperNile","Ogot","",6,30,1,""
"14039","KwalTiu","Kwal_Tiu","Kwal_TiuBorSouth","BorSouth",NA,"WFP, UNMISS, NBS Jonglei",1,31.81,6.18,19,"BO-0017","","","","","Jonglei","Anyidi","",6,30,1,""
"14040","HooyAlueth","Hooy_Alueth","Hooy_AluethAweilCentre","AweilCentre",NA,"VAS",1,27.38335,8.7335,1673,"BC-0265","","","","","NorthernBahrelGhazal","Nyalath","Panameth",6,30,1,"GPS"
"14041","Nakpiny","Nakpiny","NakpinyLuakpinyNasir","LuakpinyNasir",NA,"OCHA COD",1,32.92954,9.09626,7358,"BF-0962","","","","","UpperNile","Kiech Kuon","Kiech two",6,10,0,""
"14042","Uleng","Uleng","UlengFangak","Fangak",NA,"WFP, NBS Jonglei, OCHA COD, UNMISS",1,30.67749,8.73383,4103,"BE-0121","","","","","Jonglei","Mareang","",6,40,1,""
"14043","Luthyak","Luthyak","LuthyakKoch","Koch",NA,"VAS, OCHA COD, NBS Unity",1,30.02428,8.73398,16695,"BE-1245","","","","","Unity","Jaak","Guk",6,50,1,"GPS"
"14044","Wechdieng","Wechdieng","WechdiengAyod","Ayod",NA,"AOK",0,31.14941,8.73431,18431,"","","","","","Jonglei","Pagil","",6,30,0,""
"14045","Dieric","Dieric","DiericAweilSouth","AweilSouth",NA,"VAS",1,27.64393,8.73496,1367,"BC-0266","","","","","NorthernBahrelGhazal","Nyocawany I","Mayom Lac",6,30,1,"GPS"
"14046","MierNgol","Mier_Ngol","Mier_NgolAweilSouth","AweilSouth",NA,"VAS",1,27.8061,8.73535,1368,"BC-0267","","","","","NorthernBahrelGhazal","Panthou","Mangar Gier",6,30,1,"GPS"
"14047","Nasir","Nasir","NasirLuakpinyNasir","LuakpinyNasir",NA,"OCHA IDP, UNMISS",1,33.10019,8.58799,7282,"BG-0071","Nasir Town","","","","UpperNile","Jikmir","",7,60,1,"UNMISS"
"14048","Mayom","Mayom","MayomGogrialWest","GogrialWest",NA,"VAS",1,28.19426,8.73581,7090,"BC-2108","","","","","Warrap","Alek North","Mankuch",5,30,1,"GPS"
"14049","Marial'Knop","Marial_Knop","Marial_KnopGogrialEast","GogrialEast",NA,"WFP",1,28.53693,8.73598,1849,"BD-0157","","","","","Warrap","Toch North","",6,20,1,""
"14050","Nasser","Nasser","NasserLuakpinyNasir","LuakpinyNasir",NA,"WFP, UNMISS, NBS Upper Nile",1,33.06773,8.62085,7288,"BG-0082","","","","","UpperNile","Nasir","",3,110,1,"JLC/FAO, JLC/FAO"
"14051","Kushari","Kushari","KushariRaja","Raja",NA,"WFP, UNMISS, OCHA COD, NBS Western Bahr el Ghazal",1,26.16833,8.73683,8412,"BB-0532","","","","","WesternBahrelGhazal","Raga","",6,40,1,""
"14052","Fawagik","Fawagik","FawagikAyod","Ayod",NA,"WFP, OCHA COD, NBS Jonglei, UNMISS",0,31.0432,8.73745,2941,"BE-0122","","","","","Jonglei","Pagil","",6,40,1,""
"14053","Fanie","Fanie","FaniePanyikang","Panyikang",NA,"WFP, NBS Upper Nile, UNMISS",0,31.81,9.32,7786,"BF-0682","","","","","UpperNile","Anakdiar","",6,30,1,""
"14054","Marol","Marol","MarolAweilSouth","AweilSouth",NA,"VAS",1,27.65527,8.73763,1369,"BC-0268","","","","","NorthernBahrelGhazal","Ayai","Amet Weer",6,30,1,"GPS"
"14055","RiangAmuong","Riang_Amuong","Riang_AmuongAweilSouth","AweilSouth",NA,"VAS",1,27.82123,8.73805,1370,"BC-0269","","","","","NorthernBahrelGhazal","Panthou","Mangar Gier",6,30,1,"GPS"
"14056","Rolthok","Rolthok","RolthokAweilSouth","AweilSouth",NA,"VAS",1,27.66145,8.7385,1371,"BC-0270","","","","","NorthernBahrelGhazal","Ayai","Amet Weer",6,30,1,"GPS"
"14057","Panthoi","Panthoi","PanthoiAweilSouth","AweilSouth",NA,"VAS",1,27.60853,8.73923,1372,"BC-0271","","","","","NorthernBahrelGhazal","Nyocawany I","Mayom Lac",6,30,1,"GPS"
"14058","Machartong","Machartong","MachartongAweilEast","AweilEast",NA,"VAS",1,27.46625,8.73924,3043,"BC-0272","","","","","NorthernBahrelGhazal","Mayom-wel","Pangadit",6,10,0,"Calculated"
"14059","Majak-Deng","Majak_deng","Majak_dengAweilEast","AweilEast",NA,"VAS",1,27.52325,8.73932,3044,"BC-0273","","","","","NorthernBahrelGhazal","Mayom-wel","Malek-Yel",6,30,1,"GPS"
"14060","NayarCentre","Nayar_centre","Nayar_centreLuakpinyNasir","LuakpinyNasir",NA,"OCHA COD",1,32.99401,8.68722,7387,"BF-0965","","","","","UpperNile","Dingkar","Nayar",6,10,0,""
"14061","War-Ngap","War_ngap","War_ngapAweilSouth","AweilSouth",NA,"VAS",1,27.88517,8.73943,1373,"BC-0274","","","","","NorthernBahrelGhazal","Tiar-aleit","Mangar Lual",6,30,1,"GPS"
"14062","Pangapidit","Pangapidit","PangapiditAweilEast","AweilEast",NA,"VAS",1,27.48015,8.73946,3045,"BC-0275","","","","","NorthernBahrelGhazal","Mayom-wel","Pangadit",6,10,0,"Calculated"
"14063","Tottin","Tottin","TottinGogrialWest","GogrialWest",NA,"WFP, UNMISS, NBS Warrap",1,28.19091,8.74,2214,"BC-1810","","","","","Warrap","Alek North","",6,30,1,""
"14064","DengRial","Deng_Rial","Deng_RialAyod","Ayod",NA,"WFP, NBS Jonglei, UNMISS",0,30.99,8.74,2942,"BE-0123","","","","","Jonglei","Pagil","",6,30,1,""
"14065","NgotNguan","Ngot_Nguan","Ngot_NguanLuakpinyNasir","LuakpinyNasir",NA,"OCHA COD",1,32.99631,8.89399,7398,"BF-0971","","","","","UpperNile","Roam","Gach-Rang",6,10,0,""
"14066","Agurton","Agurton","AgurtonGogrialWest","GogrialWest",NA,"WFP",1,28.24776,8.74006,2215,"BC-1811","","","","","Warrap","Alek North","",6,20,1,""
"14067","PanLaac","Pan_Laac","Pan_LaacAweilSouth","AweilSouth",NA,"VAS",1,27.81382,8.74045,1374,"BC-0276","","","","","NorthernBahrelGhazal","Panthou","Mangar Gier",6,30,1,"GPS"
"14068","Atem-Rot","Atem_rot","Atem_rotAweilEast","AweilEast",NA,"VAS",1,27.48578,8.74165,3046,"BC-0277","","","","","NorthernBahrelGhazal","Mayom-wel","Malek-Yel",6,30,1,"GPS"
"14069","Chuei-Beek","Chuei_beek","Chuei_beekAweilEast","AweilEast",NA,"VAS",1,27.49127,8.74167,3047,"BC-0278","","","","","NorthernBahrelGhazal","Mayom-wel","Malek-Yel",6,30,1,"GPS"
"14070","Panayany","Panayany","PanayanyAweilEast","AweilEast",NA,"VAS",1,27.50873,8.74238,3048,"BC-0279","","","","","NorthernBahrelGhazal","Mayom-wel","Malek-Yel",6,30,1,"GPS"
"14071","Akoch","Akoch","AkochAweilSouth","AweilSouth",NA,"VAS",1,27.62072,8.74243,1375,"BC-0280","","","","","NorthernBahrelGhazal","Nyocawany I","Mayom Lac",6,30,1,"GPS"
"14072","MarolLual","Marol_Lual","Marol_LualAweilSouth","AweilSouth",NA,"VAS",1,27.59025,8.7427,1376,"BC-0281","","","","","NorthernBahrelGhazal","Nyocawany I","Mayom Lac",6,30,1,"GPS"
"14073","LiethNhom","Lieth_Nhom","Lieth_NhomAweilSouth","AweilSouth",NA,"VAS",1,27.83245,8.743,1377,"BC-0282","","","","","NorthernBahrelGhazal","Panthou","Riang Aker",6,30,1,"GPS"
"14074","Warkuac","Warkuac","WarkuacAweilWest","AweilWest",NA,"VAS",1,27.3569,8.74321,2282,"BC-0283","","","","","NorthernBahrelGhazal","Mariem East","Udhaba",6,30,1,"GPS"
